Status,Date,Time,Session Type,Teacher Name,School Name,School Level,District,Session Title,volunteer,Organization,volunteer Location,Topic/Theme,Session Link
simulcast,10/4/2023,,,Jimmy Green,Claude Huyck Elementary,Elementary,KCKPS (KS),World Space Week with the US Space Force,,,Not local,,
simulcast,10/4/2023,,,Joseph Ramirez,Claude Huyck Elementary,Elementary,KCKPS (KS),World Space Week with the US Space Force,,,Not local,,
simulcast,10/4/2023,,,Jamie Hernandez,ME Pearson Elementary,Elementary,KCKPS (KS),World Space Week with the US Space Force,,,Not local,,
simulcast,10/4/2023,,,Joy Lyons,New Stanley Elementary,Elementary,KCKPS (KS),World Space Week with the US Space Force,,,Not local,,
simulcast,10/4/2023,,,Joel Goodman,Stony Point South Elementary,Elementary,KCKPS (KS),World Space Week with the US Space Force,,,Not local,,
simulcast,10/4/2023,,,Ronald Mccall,Welborn Elementary,Elementary,KCKPS (KS),World Space Week with the US Space Force,,,Not local,,
simulcast,10/4/2023,,,Patrick Anderson,Whittier Elementary,Elementary,KCKPS (KS),World Space Week with the US Space Force,,,Not local,,
simulcast,10/4/2023,,,April Reese,ME Pearson Elementary,Elementary,KCKPS (KS),World Space Week with the US Space Force,,,Not local,,
simulcast,10/4/2023,,,Michael Moore,Warford Elementary,Elementary,Hickman Mills,World Space Week with the US Space Force,,,Not local,,
Pathful Professional No-show,10/4/2023,9:00-9:25am,Industry chat,Debra Williams,,Elementary,,Keeping Sloths Safe,Rebecca Schmidt,The Sloth Conservation Foundation,Not local,Animal Science,https://prepkc.nepris.com/app/sessions/104242
count,10/4/2023,,,Justin Case,Frank Rushton Elementary,Elementary,KCKPS (KS),Keeping Sloths Safe,,,Not local,,
count,10/4/2023,,,Ronald Mccall,Welborn Elementary,Elementary,KCKPS (KS),Keeping Sloths Safe,,,Not local,,
count,10/4/2023,,,Kathleen Perry,TA Edison Elementary,Elementary,KCKPS (KS),Keeping Sloths Safe,,,Not local,,
count,10/4/2023,,,Misty Hernandez,TA Edison Elementary,Elementary,KCKPS (KS),Keeping Sloths Safe,,,Not local,,
count,10/4/2023,,,Maria Pearson,Whittier Elementary,Elementary,KCKPS (KS),Keeping Sloths Safe,,,Not local,,
count,10/4/2023,,,Carla Reynolds,Stony Point South Elementary,Elementary,KCKPS (KS),Keeping Sloths Safe,,,Not local,,
count,10/4/2023,,,Rhonda Hill,Stony Point South Elementary,Elementary,KCKPS (KS),Keeping Sloths Safe,,,Not local,,
count,10/4/2023,,,Gary Hatfield,Hazel Grove Elementary,Elementary,KCKPS (KS),Keeping Sloths Safe,,,Not local,,
count,10/4/2023,,,Joyce Murray,Hazel Grove Elementary,Elementary,KCKPS (KS),Keeping Sloths Safe,,,Not local,,
count,10/4/2023,,,Dana Banks,New Chelsea Elementary,Elementary,KCKPS (KS),Keeping Sloths Safe,,,Not local,,
count,10/4/2023,,,Steven Brown,Noble Prentis Elementary,Elementary,KCKPS (KS),Keeping Sloths Safe,,,Not local,,
count,10/4/2023,,,Howard Jones,Mark Twain Elementary,Elementary,KCKPS (KS),Keeping Sloths Safe,,,Not local,,
count,10/4/2023,,,Carol Williams,Silver City Elementary,Elementary,KCKPS (KS),Keeping Sloths Safe,,,Not local,,
count,10/4/2023,,,Dana Garcia,Welborn Elementary,Elementary,KCKPS (KS),Keeping Sloths Safe,,,Not local,,
count,10/4/2023,,,Kara Mcintyre,Frank Rushton Elementary,Elementary,KCKPS (KS),Keeping Sloths Safe,,,Not local,,
count,10/4/2023,,,William Gay,Truman Elementary,Elementary,Hickman Mills,Keeping Sloths Safe,,,Not local,,
count,10/4/2023,,,Jacqueline Carter,Frank Rushton Elementary,Elementary,KCKPS (KS),Keeping Sloths Safe,,,Not local,,
count,10/4/2023,,,Susan Dominguez,Frank Rushton Elementary,Elementary,KCKPS (KS),Keeping Sloths Safe,,,Not local,,
count,10/4/2023,,,Anna Santos,ME Pearson Elementary,Elementary,KCKPS (KS),Keeping Sloths Safe,,,Not local,,
count,10/4/2023,,,Tamara Rodriguez,TA Edison Elementary,Elementary,KCKPS (KS),Keeping Sloths Safe,,,Not local,,
count,10/4/2023,,,Ryan Morgan,TA Edison Elementary,Elementary,KCKPS (KS),Keeping Sloths Safe,,,Not local,,
count,10/4/2023,,,Ricardo Ramirez,Hazel Grove Elementary,Elementary,KCKPS (KS),Keeping Sloths Safe,,,Not local,,
count,10/4/2023,,,Sherry Dougherty,Hazel Grove Elementary,Elementary,KCKPS (KS),Keeping Sloths Safe,,,Not local,,
count,10/4/2023,,,Debra Allen,ME Pearson Elementary,Elementary,KCKPS (KS),Keeping Sloths Safe,,,Not local,,
count,10/4/2023,,,Joanna Garcia,ME Pearson Elementary,Elementary,KCKPS (KS),Keeping Sloths Safe,,,Not local,,
count,10/4/2023,,,Jennifer Kennedy,Silver City Elementary,Elementary,KCKPS (KS),Keeping Sloths Safe,,,Not local,,
count,10/4/2023,,,Darren Day,Frances Willard Elementary,Elementary,KCKPS (KS),Keeping Sloths Safe,,,Not local,,
count,10/4/2023,,,Karen Harmon,Hazel Grove Elementary,Elementary,KCKPS (KS),Keeping Sloths Safe,,,Not local,,
count,10/4/2023,,,Jason Malone,Hazel Grove Elementary,Elementary,KCKPS (KS),Keeping Sloths Safe,,,Not local,,
count,10/4/2023,,,Erin Moyer,Hazel Grove Elementary,Elementary,KCKPS (KS),Keeping Sloths Safe,,,Not local,,
count,10/4/2023,,,Steven Jimenez,ME Pearson Elementary,Elementary,KCKPS (KS),Keeping Sloths Safe,,,Not local,,
successfully completed,10/5/2023,1:00 PM,Industry chat,Debra Williams,,Elementary,,Science and Math in Space,James Baker,,,Space,https://prepkc.nepris.com/app/industry-chats/103819
simulcast,10/5/2023,,,Joy Lyons,New Stanley Elementary,Elementary,KCKPS (KS),Science and Math in Space,,,Not local,,
simulcast,10/5/2023,,,Danielle Elliott,Compass Elementary,Elementary,Hickman Mills,Science and Math in Space,,,Not local,,
simulcast,10/5/2023,,,Nicholas Hansen,Smith-Hale Middle,Middle,Hickman Mills,Science and Math in Space,,,Not local,,
simulcast,10/5/2023,,,Julie Dawson,New Stanley Elementary,Elementary,KCKPS (KS),Science and Math in Space,,,Not local,,
successfully completed,10/5/2023,10:00 AM,Industry chat,Debra Williams,,,,Career Paths for Electrical Engineers,Alicia Jones,,Not local,Engineering,https://prepkc.nepris.com/app/industry-chats/103749
simulcast,10/5/2023,,,Danielle Elliott,Compass Elementary,Elementary,Hickman Mills,Career Paths for Electrical Engineers,,,Not local,,
Pathful Professional Cancellation,10/6/2023,12:30-12:50,Industry chat,Debra Williams,,,,What is Manufacturing,Melissa Martinez,,,,https://prepkc.nepris.com/app/sessions/103911
count,10/6/2023,,,Danielle Elliott,Compass Elementary,Elementary,Hickman Mills,What is Manufacturing,,,,,
count,10/6/2023,,,Kathryn Green,Noble Prentis Elementary,Elementary,KCKPS (KS),What is Manufacturing,,,,,
white label cancelled,10/9/2023,1:15-2:00pm,Teacher requested,Michael Gross,North Kansas City High,High,North Kansas City,Designing a sustainable home,Melissa Martinez,,,,https://prepkc.nepris.com/app/sessions/103619
successfully completed,10/10/2023,2:00 PM,Industry chat,Debra Williams,,,,Create a Career in Graphic Design,Samantha Valentine DVM,,Not local,Art/Design,https://prepkc.nepris.com/app/industry-chats/103818
simulcast,10/10/2023,,,Linda Miller,,,Allen Village,Create a Career in Graphic Design,,,Not local,,
successfully completed,10/10/2023,10:00 AM,Teacher requested,Deborah Berry,Emerson Elementary,Elementary,KCKPS (KS),Internet Safety/Prevention,Stephen Rivas,,Local (KS/MO),Technology,https://prepkc.nepris.com/app/sessions/104051
simulcast,10/10/2023,,,Emily Martin,Emerson Elementary,Elementary,KCKPS (KS),Internet Safety/Prevention,,,Local (KS/MO),,
simulcast,10/10/2023,,,Charles Long,Emerson Elementary,Elementary,KCKPS (KS),Internet Safety/Prevention,,,Local (KS/MO),,
Pathful Professional No-show,10/10/2023,11:30 AM,Industry chat,Debra Williams,,Elementary,,"When you grow up, be a nurse!",Derek Watson,,Not local,Healthcare,https://prepkc.nepris.com/app/industry-chats/103871
count,10/10/2023,,,Christopher Allen,Ruskin High School,High,Hickman Mills,"When you grow up, be a nurse!",,,Not local,,
count,10/10/2023,,,Stacy Silva,Brune Elem,Elementary,KCKPS (KS),"When you grow up, be a nurse!",,,Not local,,
count,10/10/2023,,,Danielle Elliott,Compass Elementary,Elementary,Hickman Mills,"When you grow up, be a nurse!",,,Not local,,
count,10/10/2023,,,Steven Bell,Silver City Elementary,Elementary,KCKPS (KS),"When you grow up, be a nurse!",,,Not local,,
count,10/10/2023,,,Gregory Garrett,Stony Point South Elementary,Elementary,KCKPS (KS),"When you grow up, be a nurse!",,,Not local,,
count,10/10/2023,,,Shane Green,Welborn Elementary,Elementary,KCKPS (KS),"When you grow up, be a nurse!",,,Not local,,
count,10/10/2023,,,Jonathan Day,New Chelsea Elementary,Elementary,KCKPS (KS),"When you grow up, be a nurse!",,,Not local,,
count,10/10/2023,,,Jacob Carney,Brune Elem,Elementary,KCKPS (KS),"When you grow up, be a nurse!",,,Not local,,
count,10/10/2023,,,Jeffrey Phelps,Stony Point South Elementary,Elementary,KCKPS (KS),"When you grow up, be a nurse!",,,Not local,,
count,10/10/2023,,,Jennifer Kennedy,Silver City Elementary,Elementary,KCKPS (KS),"When you grow up, be a nurse!",,,Not local,,
count,10/10/2023,,,Maria Osborne,Whittier Elementary,Elementary,KCKPS (KS),"When you grow up, be a nurse!",,,Not local,,
count,10/10/2023,,,Christopher Walker,Whittier Elementary,Elementary,KCKPS (KS),"When you grow up, be a nurse!",,,Not local,,
count,10/10/2023,,,Joy Lyons,New Stanley Elementary,Elementary,KCKPS (KS),"When you grow up, be a nurse!",,,Not local,,
count,10/10/2023,,,Cheryl Hernandez,Dobbs Elementary,Elementary,Hickman Mills,"When you grow up, be a nurse!",,,Not local,,
count,10/10/2023,,,Matthew Rivera,Dobbs Elementary,Elementary,Hickman Mills,"When you grow up, be a nurse!",,,Not local,,
count,10/10/2023,,,Brian Salazar PhD,Douglass Elementary,Elementary,KCKPS (KS),"When you grow up, be a nurse!",,,Not local,,
count,10/10/2023,,,James Anderson,West Park,Elementary,KCKPS (KS),"When you grow up, be a nurse!",,,Not local,,
count,10/10/2023,,,Maria Osborne,Whittier Elementary,Elementary,KCKPS (KS),"When you grow up, be a nurse!",,,Not local,,
successfully completed,10/10/2023,9:30 AM,Industry chat,Debra Williams,,Elementary,,KC Water Kindergarten Freddy the Fish Lesson,Elizabeth Day,KC Water,Local (KS/MO),Science,https://prepkc.nepris.com/app/sessions/104349
simulcast,10/10/2023,,,Jessica Church,Welborn Elementary,Elementary,KCKPS (KS),KC Water Kindergarten Freddy the Fish Lesson,,,Local (KS/MO),,
simulcast,10/10/2023,,,Terri Spencer,Hazel Grove Elementary,Elementary,KCKPS (KS),KC Water Kindergarten Freddy the Fish Lesson,,,Local (KS/MO),,
simulcast,10/10/2023,,,Leslie Collins,Quindaro Elementary,Elementary,KCKPS (KS),KC Water Kindergarten Freddy the Fish Lesson,,,Local (KS/MO),,
simulcast,10/10/2023,,,Ronald Kirk,Compass Elementary,Elementary,Hickman Mills,KC Water Kindergarten Freddy the Fish Lesson,,,Local (KS/MO),,
simulcast,10/10/2023,,,Jenna Phillips,Compass Elementary,Elementary,Hickman Mills,KC Water Kindergarten Freddy the Fish Lesson,,,Local (KS/MO),,
simulcast,10/10/2023,,,Stacy Silva,Brune Elem,Elementary,KCKPS (KS),KC Water Kindergarten Freddy the Fish Lesson,,,Local (KS/MO),,
simulcast,10/10/2023,,,John Moore,Ingels Elementary,Elementary,Hickman Mills,KC Water Kindergarten Freddy the Fish Lesson,,,Local (KS/MO),,
simulcast,10/10/2023,,,Kelsey Ortiz,Warford Elementary,Elementary,Hickman Mills,KC Water Kindergarten Freddy the Fish Lesson,,,Local (KS/MO),,
simulcast,10/10/2023,,,Pamela Kennedy,John Fiske Elementary,Elementary,KCKPS (KS),KC Water Kindergarten Freddy the Fish Lesson,,,Local (KS/MO),,
simulcast,10/10/2023,,,Barbara Potter,John Fiske Elementary,Elementary,KCKPS (KS),KC Water Kindergarten Freddy the Fish Lesson,,,Local (KS/MO),,
simulcast,10/10/2023,,,Jennifer Mills,Dobbs Elementary,Elementary,Hickman Mills,KC Water Kindergarten Freddy the Fish Lesson,,,Local (KS/MO),,
simulcast,10/10/2023,,,Nicole Flores,John Fiske Elementary,Elementary,KCKPS (KS),KC Water Kindergarten Freddy the Fish Lesson,,,Local (KS/MO),,
simulcast,10/10/2023,,,Brandon Sherman,Claude Huyck Elementary,Elementary,KCKPS (KS),KC Water Kindergarten Freddy the Fish Lesson,,,Local (KS/MO),,
simulcast,10/10/2023,,,Julie Vasquez,West Park,Elementary,KCKPS (KS),KC Water Kindergarten Freddy the Fish Lesson,,,Local (KS/MO),,
simulcast,10/10/2023,,,Kim Thompson,Frances Willard Elementary,Elementary,KCKPS (KS),KC Water Kindergarten Freddy the Fish Lesson,,,Local (KS/MO),,
simulcast,10/10/2023,,,Mindy Thompson,Frances Willard Elementary,Elementary,KCKPS (KS),KC Water Kindergarten Freddy the Fish Lesson,,,Local (KS/MO),,
simulcast,10/10/2023,,,Mitchell Sanders,Frances Willard Elementary,Elementary,KCKPS (KS),KC Water Kindergarten Freddy the Fish Lesson,,,Local (KS/MO),,
simulcast,10/10/2023,,,Adrian Davis,Frances Willard Elementary,Elementary,KCKPS (KS),KC Water Kindergarten Freddy the Fish Lesson,,,Local (KS/MO),,
simulcast,10/10/2023,,,Sarah Garcia,Frances Willard Elementary,Elementary,KCKPS (KS),KC Water Kindergarten Freddy the Fish Lesson,,,Local (KS/MO),,
simulcast,10/10/2023,,,Traci Wood,Frances Willard Elementary,Elementary,KCKPS (KS),KC Water Kindergarten Freddy the Fish Lesson,,,Local (KS/MO),,
simulcast,10/10/2023,,,Tina Dunn,Whittier Elementary,Elementary,KCKPS (KS),KC Water Kindergarten Freddy the Fish Lesson,,,Local (KS/MO),,
simulcast,10/10/2023,,,Mariah Wright,Frances Willard Elementary,Elementary,KCKPS (KS),KC Water Kindergarten Freddy the Fish Lesson,,,Local (KS/MO),,
simulcast,10/10/2023,,,Gregory Garrett,Stony Point South Elementary,Elementary,KCKPS (KS),KC Water Kindergarten Freddy the Fish Lesson,,,Local (KS/MO),,
simulcast,10/10/2023,,,Miranda Snyder,Banneker Elementary (KS),Elementary,KCKPS (KS),KC Water Kindergarten Freddy the Fish Lesson,,,Local (KS/MO),,
simulcast,10/10/2023,,,Patricia Lee,Banneker Elementary (KS),Elementary,KCKPS (KS),KC Water Kindergarten Freddy the Fish Lesson,,,Local (KS/MO),,
simulcast,10/10/2023,,,Susan Patel,Stony Point South Elementary,Elementary,KCKPS (KS),KC Water Kindergarten Freddy the Fish Lesson,,,Local (KS/MO),,
successfully completed,10/10/2023,10:30 AM,Industry chat,Debra Williams,,Elementary,,KC Water 1st Grade Ways of Water Lesson,Elizabeth Day,KC Water,Local (KS/MO),Science,https://prepkc.nepris.com/app/sessions/104350
simulcast,10/10/2023,,,Regina Pena,West Park,Elementary,KCKPS (KS),KC Water 1st Grade Ways of Water Lesson,,,Local (KS/MO),,
simulcast,10/10/2023,,,Anna Santos,ME Pearson Elementary,Elementary,KCKPS (KS),KC Water 1st Grade Ways of Water Lesson,,,Local (KS/MO),,
simulcast,10/10/2023,,,Stephanie Jenkins,Welborn Elementary,Elementary,KCKPS (KS),KC Water 1st Grade Ways of Water Lesson,,,Local (KS/MO),,
simulcast,10/10/2023,,,David Brown,ME Pearson Elementary,Elementary,KCKPS (KS),KC Water 1st Grade Ways of Water Lesson,,,Local (KS/MO),,
simulcast,10/10/2023,,,Michael Cook,Welborn Elementary,Elementary,KCKPS (KS),KC Water 1st Grade Ways of Water Lesson,,,Local (KS/MO),,
simulcast,10/10/2023,,,Christopher Garcia,Emerson Elementary,Elementary,KCKPS (KS),KC Water 1st Grade Ways of Water Lesson,,,Local (KS/MO),,
simulcast,10/10/2023,,,Sherry Dougherty,Hazel Grove Elementary,Elementary,KCKPS (KS),KC Water 1st Grade Ways of Water Lesson,,,Local (KS/MO),,
simulcast,10/10/2023,,,Yesenia Stewart,Dobbs Elementary,Elementary,Hickman Mills,KC Water 1st Grade Ways of Water Lesson,,,Local (KS/MO),,
simulcast,10/10/2023,,,Christian Sutton,Hazel Grove Elementary,Elementary,KCKPS (KS),KC Water 1st Grade Ways of Water Lesson,,,Local (KS/MO),,
successfully completed,10/12/2023,1:30 PM,Industry chat,Debra Williams,,Elementary,,KC Water 2nd Grade Clean Water Messages Lesson,Elizabeth Day,KC Water,Local (KS/MO),Science,https://prepkc.nepris.com/app/sessions/104351
simulcast,10/12/2023,,,Erin Moyer,Hazel Grove Elementary,Elementary,KCKPS (KS),KC Water 2nd Grade Clean Water Messages Lesson,,,Local (KS/MO),,
simulcast,10/12/2023,,,Kara Mcintyre,Frank Rushton Elementary,Elementary,KCKPS (KS),KC Water 2nd Grade Clean Water Messages Lesson,,,Local (KS/MO),,
simulcast,10/12/2023,,,Veronica Romero,Frank Rushton Elementary,Elementary,KCKPS (KS),KC Water 2nd Grade Clean Water Messages Lesson,,,Local (KS/MO),,
simulcast,10/12/2023,,,Dawn Stephens,Noble Prentis Elementary,Elementary,KCKPS (KS),KC Water 2nd Grade Clean Water Messages Lesson,,,Local (KS/MO),,
simulcast,10/12/2023,,,Daniel Dudley,Noble Prentis Elementary,Elementary,KCKPS (KS),KC Water 2nd Grade Clean Water Messages Lesson,,,Local (KS/MO),,
simulcast,10/12/2023,,,Phyllis Mcknight,Quindaro Elementary,Elementary,KCKPS (KS),KC Water 2nd Grade Clean Water Messages Lesson,,,Local (KS/MO),,
simulcast,10/12/2023,,,David Snyder,Quindaro Elementary,Elementary,KCKPS (KS),KC Water 2nd Grade Clean Water Messages Lesson,,,Local (KS/MO),,
simulcast,10/12/2023,,,Lindsey Lee,Quindaro Elementary,Elementary,KCKPS (KS),KC Water 2nd Grade Clean Water Messages Lesson,,,Local (KS/MO),,
simulcast,10/12/2023,,,Michelle Garza,Banneker Elementary (KS),Elementary,KCKPS (KS),KC Water 2nd Grade Clean Water Messages Lesson,,,Local (KS/MO),,
simulcast,10/12/2023,,,Ricardo Ramirez,Hazel Grove Elementary,Elementary,KCKPS (KS),KC Water 2nd Grade Clean Water Messages Lesson,,,Local (KS/MO),,
simulcast,10/12/2023,,,Jody Garcia,Claude Huyck Elementary,Elementary,KCKPS (KS),KC Water 2nd Grade Clean Water Messages Lesson,,,Local (KS/MO),,
simulcast,10/12/2023,,,Karen Harmon,Hazel Grove Elementary,Elementary,KCKPS (KS),KC Water 2nd Grade Clean Water Messages Lesson,,,Local (KS/MO),,
successfully completed,10/16/2023,8:45 AM,Teacher requested,Henry Morgan,Mark Twain Elementary,Elementary,KCKPS (KS),Personal Hygiene: Early Adolescence,Scott Marsh,Veterans Health Administration,Not local,Science,https://prepkc.nepris.com/app/sessions/104274
successfully completed,10/17/2023,12:00 PM,Kansas City Series,Debra Williams,,Elementary,,Tour an Anatomy Lab at K-State Veterinary School,Tara Forbes,KSU,,Animal Science,https://prepkc.nepris.com/app/sessions/103996
simulcast,10/17/2023,,,Mrs. Kristen Nguyen,Douglass Elementary,Elementary,KCKPS (KS),Tour an Anatomy Lab at K-State Veterinary School,,,Local (KS/MO),,
simulcast,10/17/2023,,,Catherine Hall,Douglass Elementary,Elementary,KCKPS (KS),Tour an Anatomy Lab at K-State Veterinary School,,,Local (KS/MO),,
simulcast,10/17/2023,,,Kendra Dean,Douglass Elementary,Elementary,KCKPS (KS),Tour an Anatomy Lab at K-State Veterinary School,,,,,
